,budget,popularity,revenue,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign
3575,5000000,18.077963,26888376,97.0,6.9,398,34887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3576,5000000,20.428237,110000000,110.0,7.4,750,32689,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3577,4600000,32.14444,23198652,103.0,7.1,688,37456,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3578,0,3.6735660000000006,0,94.0,4.7,21,29559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3579,3500000,3.6564910000000004,20659423,104.0,6.8,37,26037,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3580,0,1.88484,0,77.0,5.4,22,32270,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3581,5000000,4.227807,0,134.0,6.1,38,31737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3582,0,3.102862,0,129.0,6.5,54,25872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3583,10000000,15.688439,17273593,90.0,5.9,365,36806,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3584,5000000,22.9951,24804129,134.0,7.1,478,38444,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3585,0,5.7698220000000005,0,104.0,6.4,14,31918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3586,5000000,26.510558000000003,40100000,93.0,6.1,766,37890,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3587,0,7.544515,0,105.0,5.4,63,37947,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3588,0,1.126941,0,109.0,6.1,27,31705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3589,5000000,35.307577,43884652,99.0,7.5,1104,38003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3590,5000000,4.079111,15000000,139.0,6.0,11,15986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3591,5000000,7.0588679999999995,19905359,99.0,6.4,86,25687,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3592,5000000,12.904615,14000000,100.0,4.8,191,28742,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3593,5000000,18.115566,368744044,95.0,6.2,671,33334,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3594,5000000,62.554173,31724284,94.0,5.0,1551,37323,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3595,5000000,9.483717,15116634,88.0,5.0,170,30996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3596,5000000,16.890285000000002,33616692,106.0,7.3,315,33075,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3597,4000000,49.12486,30039392,99.0,7.5,2420,34111,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3598,0,8.309894,0,82.0,4.3,48,35777,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3599,5000000,5.9601489999999995,13269963,135.0,6.9,77,31262,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3600,5000000,9.302349000000001,17768757,88.0,5.9,209,28462,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3601,5000000,8.190888000000001,0,89.0,5.8,73,27523,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3602,0,5.87193,0,110.0,6.9,83,26068,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3603,5000000,8.452666,12232628,107.0,5.5,67,26445,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
3604,5000000,17.028252,25562924,86.0,5.0,356,36769,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3605,5000000,19.336367000000003,16174377,102.0,6.5,255,35490,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3606,5000000,38.006982,54418872,103.0,6.7,777,38267,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3607,0,6.377523,14056528,118.0,6.0,97,26208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,5000000,0.835617,12200000,139.0,5.4,8,17934,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
3609,20000000,14.947588,21164799,92.0,4.3,331,38422,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3610,0,5.1299,0,99.0,6.3,9,35847,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3611,4,1.199451,25,89.0,6.2,28,8056,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3612,0,3.8108269999999997,0,96.0,5.2,42,38465,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3613,5500000,3.7387,0,82.0,6.2,72,32627,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3614,0,9.851230000000001,0,92.0,6.3,147,34032,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3615,8000000,3.03091,3432342,99.0,6.7,77,33787,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3616,0,3.199904,0,106.0,6.6,50,23855,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3617,5000000,2.739307,0,90.0,4.9,47,33033,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3618,5000000,5.348446,7230000,118.0,6.4,91,24820,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3619,5000000,4.070044,0,97.0,6.7,89,28735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3620,0,9.974681,6538177,94.0,6.6,220,34748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3621,5000000,6.308298000000001,0,91.0,6.5,44,32046,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3622,5000000,49.333137,5321508,175.0,8.1,1128,21218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3623,5000000,4.149628,5476060,94.0,6.3,55,33110,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3624,5000000,46.114184,9760104,97.0,7.6,1794,36001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3625,0,3.562563,0,90.0,5.2,18,34874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3626,5000000,4.498368,4074023,41.0,5.9,11,36337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,5000000,7.6731240000000005,3263585,112.0,6.8,103,31589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,4000000,4.992475,41424067,120.0,6.5,91,36341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3629,5000000,6.174435,4040588,110.0,6.6,60,35691,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3630,0,0.805312,0,87.0,4.6,5,26290,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3631,5000000,8.753409,3049135,99.0,7.0,294,30604,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3632,5000000,3.9437059999999997,4842699,121.0,5.4,40,38283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3633,5000000,9.169411,2614773,97.0,6.0,208,36491,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3634,5000000,2.732031,1980338,116.0,6.0,55,31850,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3635,5000000,35.252056,8203235,101.0,7.3,1247,34051,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3636,5000000,6.063868,0,103.0,5.7,15,29862,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3637,5000000,21.343093,2450846,112.0,6.6,355,37946,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3638,5000000,10.095184,5129058,91.0,6.9,165,36553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3639,5000000,4.129165,742898,98.0,5.9,58,33894,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3640,5000000,30.001023999999997,3220371,95.0,6.7,683,38500,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3641,5000000,6.759235,0,88.0,5.8,27,34831,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3642,5000000,1.7310349999999999,846704,99.0,3.9,15,37919,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3643,7000000,11.700578,560069,91.0,6.8,281,31141,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3644,6000000,2.3886830000000003,0,97.0,5.6,45,31342,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3645,0,0.080704,0,136.0,6.0,2,35322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3646,0,0.888986,0,117.0,6.6,14,35515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,0,0.679351,0,94.0,6.5,17,25367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3648,5000000,19.940245,5476793,89.0,7.3,847,36225,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3649,0,1.286991,0,92.0,6.2,13,35473,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3650,0,0.042442,0,128.0,6.6,4,13553,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3651,0,1.116206,0,90.0,5.5,9,32342,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3652,5000000,3.0543400000000003,0,95.0,4.7,33,34069,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3653,5000000,38.94708,98450062,94.0,6.0,1360,38282,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3654,5000000,3.792015,782102,90.0,6.2,37,35108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3655,0,0.21979899999999997,0,95.0,3.8,4,34298,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3656,5000000,7.794,0,91.0,4.2,151,38164,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3657,5000000,9.136965,0,107.0,7.0,202,36855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3658,0,8.39685,0,92.0,6.3,80,35510,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
3659,0,7.864905,0,87.0,5.8,65,35886,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3660,0,1.9632189999999998,0,80.0,3.2,13,35077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3661,0,1.5461690000000001,0,95.0,7.0,2,35839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3662,5000000,10.619574,0,105.0,7.4,105,37954,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3663,5000000,0.999655,0,67.0,3.0,3,37894,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3664,0,1.985243,0,95.0,6.1,24,38367,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3665,0,0.102003,0,89.0,5.0,3,36884,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3666,15000000,10.480089999999999,0,94.0,4.5,118,38002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3667,0,1.136568,0,109.0,4.1,7,37638,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3668,5000000,11.095219,0,123.0,6.4,131,24494,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3669,0,0.40703,0,0.0,0.0,0,37052,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3670,0,0.028756,0,88.0,0.0,0,38329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3671,5000000,8.618793,0,88.0,4.7,102,38584,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3672,0,2.394613,0,97.0,3.5,36,38310,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3673,0,2.387463,0,120.0,7.0,22,35095,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3674,5000000,5.461487,17872796,99.0,7.1,116,36090,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3675,1000000,14.805264000000001,24475416,135.0,7.4,231,31332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3676,4798235,25.30216,209696,107.0,6.3,458,36797,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3677,4800000,38.831920000000004,80578934,94.0,5.7,887,34383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3678,0,3.5007410000000005,0,94.0,6.2,43,34575,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3679,5000000,19.807295,3099314,120.0,7.1,471,36897,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3680,0,1.435742,0,112.0,6.3,25,28280,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3681,0,7.6678880000000005,0,98.0,6.3,47,34862,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3682,5000000,8.496364,0,81.0,5.5,76,38021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3683,4700000,9.617777,8025872,101.0,5.9,139,27671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3684,4638783,4.4952559999999995,11000000,106.0,7.2,65,22832,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3685,4800000,35.754865,10337387,90.0,5.6,862,37449,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3686,0,0.20323,0,80.0,4.8,4,34663,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3687,4,0.28076,0,83.0,4.6,8,36748,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3688,0,3.1131900000000003,0,105.0,7.0,46,34150,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3689,0,0.137535,0,89.0,1.0,1,35361,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
3690,4600000,6.368933,0,100.0,7.3,93,36531,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3691,4700000,0.217538,0,92.0,5.6,6,37555,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3692,4600000,3.5318769999999997,0,97.0,5.7,60,35245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3693,0,0.7063550000000001,0,103.0,5.9,18,35027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3694,4500000,15.002502,146198896,96.0,6.5,602,26788,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3695,4500000,22.585384,58853106,104.0,5.8,408,25432,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3696,6000000,29.834065000000002,254700832,117.0,6.6,632,30427,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3697,4500000,20.403344,27092880,90.0,7.0,322,26201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3698,4500000,5.224593,10400000,116.0,6.9,89,16658,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3699,15000000,30.196039000000003,13060843,135.0,7.2,629,33631,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3700,4500000,15.359952,7011317,108.0,6.9,198,31346,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
3701,4500000,11.573034,7390108,102.0,7.9,2443,32851,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3702,0,1.847822,0,96.0,6.2,19,12703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3703,0,0.425551,0,115.0,6.8,6,31863,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3704,4500000,3.8197959999999997,0,123.0,7.0,71,27550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3705,5000000,10.274542,10429707,98.0,5.5,121,37748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3706,6000000,61.210016,1270522,113.0,7.7,3452,32934,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3707,0,0.17735599999999999,0,105.0,6.1,18,36645,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3708,4500000,0.011696999999999999,0,122.0,7.7,25,31562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3709,2000000,6.249262,0,101.0,6.6,132,33433,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3710,4500000,3.1088810000000002,744816,97.0,6.3,30,36121,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3711,0,17.074842999999998,23803308,115.0,7.4,356,34587,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3712,0,0.774442,0,120.0,6.2,13,36363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3713,0,8.816995,0,99.0,6.0,157,33276,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3714,4500000,8.48639,0,110.0,7.0,46,34991,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3715,0,5.223096,623528,98.0,6.6,73,36811,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3716,0,7.759214999999999,0,109.0,7.7,139,33516,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3717,4500000,14.570359,3606395,104.0,5.4,251,36302,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
3718,0,0.371337,0,134.0,5.3,2,37828,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3719,3000000,127.525581,108981275,133.0,8.2,2919,23741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3720,4400000,3.898737,0,85.0,6.9,35,38301,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3721,0,7.3159350000000005,0,86.0,6.7,78,23953,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3722,4500000,2.551559,32000000,126.0,7.3,57,38416,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3723,0,8.772574,0,199.0,8.2,68,27407,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3724,0,6.988357000000001,0,103.0,5.5,71,37912,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,3730500,6.938853999999999,6294161,112.0,5.7,109,37188,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3726,5000000,11.21273,0,89.0,7.0,217,32807,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3727,0,7.217328,0,124.0,6.5,63,36218,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3728,8000000,12.439494999999999,41400000,101.0,7.1,111,33676,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3729,3250000,2.126139,0,133.0,6.6,19,36176,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3730,0,10.142218,0,120.0,5.9,140,36105,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3731,4200000,16.536374,0,98.0,6.1,1000,34762,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3732,0,0.933891,0,93.0,6.9,11,31456,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3733,4200000,12.540624000000001,32000000,114.0,6.3,210,34190,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3734,3705538,8.839651,62548947,112.0,6.9,176,29874,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
3735,4000000,12.891276,125728258,94.0,6.1,183,25928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3736,4000000,10.789912,0,90.0,4.6,116,36329,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3737,114000,25.666029,30000000,96.0,7.5,580,21137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3738,4000000,45.66662,119723856,102.0,7.3,1895,33889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3739,4000000,35.892034,38251425,93.0,7.8,1010,24259,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3740,4000000,8.988455,36000000,152.0,6.6,50,15028,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3741,4000000,14.042041000000001,44909486,111.0,6.5,250,33231,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3742,4000000,40.016306,187112,95.0,5.2,593,38157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3743,3600000,22.030517,49800000,112.0,7.1,360,31024,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3744,4500000,2.503612,0,86.0,4.8,67,37349,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3745,4000000,4.117968,0,105.0,6.9,68,23389,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3746,4000000,24.161735,52425855,91.0,4.1,1022,38052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3747,4000000,1.3793540000000002,14400000,105.0,6.4,22,16630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3748,3500000,15.338211,34705850,106.0,6.5,506,36393,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3749,4000000,29.852608,13008928,94.0,7.1,550,28495,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3750,4000000,35.061467,11744471,172.0,7.8,717,19207,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
3751,0,7.288352000000001,10000000,109.0,5.8,34,34125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,5000000,10.605752,15179302,88.0,4.4,203,37358,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3753,4000000,43.40352,44349000,164.0,7.5,1971,37820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3754,4000000,17.229537,31584901,96.0,6.4,420,34950,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3755,7000000,2.453459,10229331,93.0,5.3,26,33236,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3756,6000000,1.433692,9000000,82.0,5.9,15,32611,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3757,32000000,9.976428,0,101.0,6.7,89,33663,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3758,4000000,2.9300580000000003,8200000,124.0,6.8,72,18307,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3759,0,7.173058999999999,0,91.0,5.5,57,34785,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3760,0,1.7354619999999998,0,82.0,4.8,10,30758,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3761,0,29.071955,44000000,105.0,7.1,633,35346,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3762,0,18.428909,0,87.0,5.4,346,37771,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3763,4000000,11.387335,0,110.0,6.3,168,33565,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3764,4000000,5.975604,6000000,143.0,6.1,77,21580,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3765,4000000,4.598409999999999,4630045,84.0,5.5,69,35063,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3766,4000000,22.87623,4300000,98.0,6.5,530,31067,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3767,4000000,19.107285,9304609,104.0,6.7,376,33292,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3768,0,0.45648500000000003,0,96.0,3.3,8,33759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,4000000,4.541908,3468572,110.0,6.7,46,28523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3770,0,4.348416,0,84.0,7.3,63,31120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3771,0,3.3478849999999998,0,94.0,5.4,11,32438,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3772,4000000,6.091951,2426851,90.0,6.2,80,35147,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
3773,0,4.757625,1919197,96.0,6.1,67,34400,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3774,4000000,12.062371,1104682,88.0,5.9,316,36799,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3775,4000000,7.7581880000000005,866999,101.0,6.6,102,34402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,4000000,12.781972999999999,0,102.0,8.0,167,36827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3777,0,1.631993,0,87.0,5.1,8,27862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,0,12.690224,1406224,83.0,6.5,415,36736,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3779,0,8.516229,0,103.0,5.5,58,38269,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3780,0,5.90259,0,99.0,6.5,25,33439,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3781,4000000,2.866934,0,106.0,5.2,9,32304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3782,0,9.140936,641100,115.0,6.9,228,37117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3783,4000000,22.987897,2365467,118.0,6.5,338,37765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3784,3000000,1.204941,302204,109.0,7.0,23,31689,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
3785,1300000,7.605291,354704,102.0,6.7,27,28231,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
3786,1500000,2.855963,0,95.0,6.0,26,32769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3787,0,0.502396,0,87.0,5.8,6,32186,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3788,4000000,1.771584,0,119.0,8.1,18,37590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3789,9500000,21.230737,120000,104.0,6.6,307,36456,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3790,0,0.068246,0,103.0,6.0,1,32907,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
